Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Shared Memory Efficiency(%),Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,Warp Execution Efficiency(%),Warp Non-Predicated Execution Efficiency(%),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Local Memory Cache Replay Overhead,Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),L2 Transactions (Atomic requests),Floating Point Operations(Double Precision Add),Floating Point Operation(Single Precision Mul),L2 Write Transactions (L1 write requests),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Instruction Replay Overhead,Shared Memory Replay Overhead,Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3390200303,747424,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.396,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575180,12910218,0,2.511,0,0,0,2411799,6097175,Low (1),Idle,0,0,5677111,0,Low (3),0.708,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,47931595002,41587522460,46688019723,29669466382,0.137,1.041,0,0,72.724,0,46688019723,1,1,6.401,28.445,7536.872,24.235,0,1,845417,695021,0,5,0,630,5780,3520,1932221804,668588,0,959432,1118587,1147051,995231,0,254985,263037,208934,0,40091596673,46742175421,1176716392,19000220,29773933391,0,2970220,0,712520,0,0,0,1117291,0,2900749,166453,0,5.981,10.162,35.429,790000,1.849,3770000,6130000,0,0,0,0,980745,6.053,40982198821,0,0.116,33.401,2.203,6.303,0,86.9,0,26861079771,4440056830,0.4,1.528,0,0.574,0
"sum_kernel(double*, int)",3390950959,5856,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.709,0,0,0,2976,4752,Low (1),Idle,0,0,3692,0,Low (1),0.923,Low (1),Low (1),Low (1),Low (1),Low (1),0,15151515,208333333,75757575,3787878,0,0.32,0,0,90,0,75757575,0,0,1,1,9.3,6.21,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,18939393,0,26515151,893939393,0,21,3787878,0,20,0,1,0,0,0,20,0,62,21,0,0,11.787,0.583,0,39.476,1,0,0,0,0,0,15,3.834,56818181,0,40.629,0.026,0,2.741,0,15.551,0,18939393,946969,0.199,0.597,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3390960079,3181982,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162878,Low (1),Idle,0,0,131931,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111632451,23110228,126011033,150738977,0,0.071,0,0,92.521,0,126011033,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50320010,0,0,15009,12981,11110,2300,0,12595,12926,50239,0,150809313,130432120,51445378,320025,150738977,0,19999,0,15002,0,0,0,12541,0,44830,22848,0,92.061,2.1,3.57,20002,1.26,20002,140012,0,0,0,0,4442,0.096,44632884,0,0.42,0.247,0.009,0.213,0,7.84,0,50341362,75363208,0.045,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3394145293,4105246,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.88,0,0,0,17309107,23604264,Low (1),Idle,0,0,18884433,0,Low (1),3.253,Low (1),Low (2),Low (2),Low (1),Low (1),0,48636652,48947827,12291381352,38896874,0,0.915,0,0,99.684,0,12291381352,0,0,1.001,1.997,54090.959,18.31,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1580212,6252,6292,0,4718768,4719753,38896,0,38943551,12293061697,0,0,38896874,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.252,39.057,45.095,0,1.718,0,0,0,0,0,0,2018,0.432,15698778,0,0.018,0.337,0,0.838,0,68.572,0,97310256789,38896874,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3398253803,760735,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575237,12910186,0,2.512,0,0,0,2411799,6115970,Low (1),Idle,0,0,5695730,0,Low (3),0.713,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48430887056,41738886597,47113199566,29939661158,0.137,1.045,0,0,72.419,0,47113199566,1,1,6.401,28.445,7536.872,24.339,0,1.01,845417,695021,0,9,0,628,5780,3521,1949818219,1349355,0,958249,1118371,1148540,989839,0,254985,262888,379506,0,40406820041,47158740303,1187769887,19000218,30045079531,0,2970220,0,712520,0,0,0,1117291,0,2909186,166453,0,4.469,10.144,36.064,790000,1.848,3770000,6129999,0,0,0,0,980695,6.63,41353308357,0,0.115,33.742,2.209,6.275,0,87.07,0,27105699048,4480491671,0.41,1.536,0,0.574,0
"sum_kernel(double*, int)",3399017866,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.711,0,0,0,2976,4761,Low (1),Idle,0,0,3695,0,Low (1),0.923,Low (1),Low (1),Low (1),Low (1),Low (1),0,15810276,217391304,79051383,3952569,0,0.318,0,0,90,0,79051383,0,0,1,1,9.3,6.162,0,0,20,1,0,9,0,0,0,0,0,0,0,7,236,4,55,0,329,329,35573122,0,27667984,932806324,0,21,3952569,0,20,0,1,0,0,0,20,0,54,21,0,0,11.719,0.654,0,39.521,1,0,0,0,0,0,15,3.819,59288537,0,40.546,0.026,0,2.791,0,15.711,0,19762845,988142,0.202,0.6,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3399027306,3182174,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162889,Low (1),Idle,0,0,131931,0,Low (1),0.032,Low (1),Low (1),Low (1),Low (1),Low (1),0,111367767,19217620,125984410,150707130,0,0.071,0,0,92.489,0,125984410,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,9,0,0,626,640,50309379,0,0,15009,14249,11086,1913,0,12595,12942,90412,0,150777450,143142640,51434509,320025,150707130,0,19999,0,15002,0,0,0,12541,0,44804,22848,0,92.076,2.098,3.579,20002,1.236,20002,140012,0,0,0,0,3751,0.1,37681805,0,0.422,0.247,0.009,0.21,0,7.841,0,50330726,75347286,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3402212712,4105886,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.883,0,0,0,17309107,23604203,Low (1),Idle,0,0,18884399,0,Low (1),3.24,Low (1),Low (2),Low (2),Low (1),Low (1),0,48638165,54433980,12291763840,38898085,0,0.915,0,0,99.684,0,12291763840,0,0,1.001,1.997,54090.959,18.308,0,0,1574371,1250,0,9,0,0,0,0,0,0,0,5006,1581456,6252,6997,0,4718768,4719758,70016,0,38944763,12303122081,0,0,38898085,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.263,39.044,45.096,0,1.717,0,0,0,0,0,0,2867,0.432,22304162,0,0.018,0.338,0,0.852,0,68.366,0,97313284936,38898085,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3406321894,771167,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575226,12910223,0,2.436,0,0,0,2411799,6106421,Low (1),Idle,0,0,5686026,0,Low (2),0.709,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48588061011,42127856533,47417116590,30132795414,0.137,1.032,0,0,72.973,0,47417116590,1,1,6.401,28.445,7536.872,24.034,0,1.006,845417,695021,0,1,0,635,5780,3520,1962396073,509272,0,958234,1118787,1144882,992660,0,254985,263067,42439,0,40666839076,47480605874,1195092418,19000220,30238893818,0,2970220,0,712520,0,0,0,1117291,0,2936546,166453,0,5.874,10.143,34.826,790000,1.849,3770000,6130000,0,0,0,0,977769,6.683,41495892002,0,0.141,33.693,2.178,6.082,0,86.778,0,27280552029,4509394350,0.404,1.532,0,0.574,0
"sum_kernel(double*, int)",3407096389,6176,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.717,0,0,0,2976,4764,Low (1),Idle,0,0,3698,0,Low (1),0.913,Low (1),Low (1),Low (1),Low (1),Low (1),0,15873015,234126984,79365079,3968253,0,0.32,0,0,90,0,79365079,0,0,1,1,9.3,6.216,0,0,20,1,0,1,0,0,0,0,0,0,0,7,236,4,59,0,329,329,3968253,0,27777777,936507936,0,21,3968253,0,20,0,1,0,0,0,20,0,62,21,0,0,11.62,0.559,0,39.604,1,0,0,0,0,0,19,3.818,75396825,0,40.704,0.025,0,2.759,0,15.601,0,19841269,992063,0.201,0.601,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3407105765,3182142,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162944,Low (1),Idle,0,0,131959,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111256172,24204472,126005929,150732872,0,0.071,0,0,92.489,0,126005929,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,1,0,0,626,640,50317972,0,0,15009,14281,11073,2409,0,12595,12886,10047,0,150803204,143488611,51443294,320025,150732872,0,19999,0,15002,0,0,0,12541,0,44820,22848,0,92.094,2.1,3.564,20002,1.22,20002,140012,0,0,0,0,4318,0.098,43385184,0,0.432,0.247,0.009,0.212,0,7.843,0,50339323,75360156,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3410291267,4107390,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604224,Low (1),Idle,0,0,18884409,0,Low (1),3.247,Low (1),Low (2),Low (2),Low (1),Low (1),0,48634003,51551110,12290712053,38894756,0,0.916,0,0,99.684,0,12290712053,0,0,1.001,1.997,54090.959,18.322,0,0,1574371,1250,0,1,0,0,0,0,0,0,0,5006,1581496,6252,6627,0,4718768,4719752,7778,0,38941430,12302380480,0,0,38894756,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.197,39.074,45.128,0,1.719,0,0,0,0,0,0,2441,0.43,18988420,0,0.018,0.341,0,0.846,0,68.329,0,97304957987,38894756,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3414402017,760735,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575139,12910223,0,2.414,0,0,0,2411799,6103645,Low (1),Idle,0,0,5683120,0,Low (2),0.694,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48800746616,42240911211,47397064438,30120052602,0.137,1.027,0,0,73.076,0,47397064438,1,1,6.401,28.445,7536.872,23.9,0,1.008,845417,695021,0,5,0,628,5780,3520,1961566198,678742,0,956838,1118375,1150380,995745,0,254985,262849,212107,0,40590421244,47443049251,1194587027,19000216,30226106138,0,2970220,0,712520,0,0,0,1117291,0,2913235,166453,0,6.207,9.943,36.031,790000,1.819,3770000,6129998,0,0,0,0,978601,5.961,41513638484,0,0.137,33.283,2.165,5.925,0,86.688,0,27269015398,4507487379,0.404,1.531,0,0.574,0
"sum_kernel(double*, int)",3415165984,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.302,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.708,0,0,0,2976,4750,Low (1),Idle,0,0,3693,0,Low (1),0.927,Low (1),Low (1),Low (1),Low (1),Low (1),0,15748031,216535433,78740157,3937007,0,0.32,0,0,90,0,78740157,0,0,1,1,9.3,6.223,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,19685039,0,27559055,929133858,0,21,3937007,0,20,0,1,0,0,0,20,0,52,21,0,0,11.811,0.591,0,39.791,1,0,0,0,0,0,15,3.755,59055118,0,40.357,0.027,0,2.741,0,15.556,0,19685039,984251,0.2,0.596,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3415175520,3182367,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.091,0,0,0,101954,162938,Low (1),Idle,0,0,131960,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111105494,24837473,126005968,150732919,0,0.071,0,0,92.457,0,126005968,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50317988,0,0,15009,14501,11058,2472,0,12595,12915,50237,0,150803252,145699111,51443310,320025,150732919,0,19999,0,15002,0,0,0,12541,0,44812,22848,0,92.093,2.099,3.581,20002,1.228,20002,140012,0,0,0,0,4526,0.097,45475082,0,0.41,0.247,0.009,0.212,0,7.843,0,50339339,75360180,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3418361151,4106077,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.882,0,0,0,17309107,23604215,Low (1),Idle,0,0,18884405,0,Low (1),3.206,Low (1),Low (2),Low (2),Low (1),Low (1),0,48651022,48962289,12295012968,38908367,0,0.915,0,0,99.684,0,12295012968,0,0,1.001,1.997,54090.959,18.303,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1582592,6252,6292,0,4718768,4719752,38908,0,38955057,12315214192,0,0,38908367,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.19,39.091,45.145,0,1.719,0,0,0,0,0,0,1954,0.434,15205389,0,0.018,0.345,0,0.851,0,68.445,0,97339008118,38908367,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3422470460,763712,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.398,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575234,12910219,0,2.45,0,0,0,2411799,6154140,Low (1),Idle,0,0,5733819,0,Low (2),0.688,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48608863116,42253068653,47290739016,30052484550,0.137,1.031,0,0,73.193,0,47290739016,1,1,6.401,28.445,7536.872,24.01,0,1.006,845417,695021,0,5,0,631,5780,3520,1957165834,1693050,0,958842,1118547,1148433,998271,0,254985,262932,211631,0,40584186912,47343900787,1191907220,19000240,30158300177,0,2970220,0,712520,0,0,0,1117291,0,2954858,166453,0,4.915,9.83,37.321,790000,1.781,3770000,6130010,0,0,0,0,980912,6.456,41518327266,0,0.12,32.876,2.169,6.012,0,87.241,0,27207843054,4497375772,0.401,1.552,0,0.574,0
"sum_kernel(double*, int)",3423237564,6112,20,1,1,512,1,1,18,0,0,,,0,25,25,0.304,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.709,0,0,0,2976,4784,Low (1),Idle,0,0,3720,0,Low (1),0.92,Low (1),Low (1),Low (1),Low (1),Low (1),0,15325670,210727969,76628352,3831417,0,0.322,0,0,80,0,76628352,0,0,1,1,9.3,6.254,0,0,20,1,0,5,0,0,0,0,0,0,0,7,236,4,55,0,329,329,19157088,0,26819923,904214559,0,21,3831417,0,20,0,1,0,0,0,20,0,62,21,0,0,11.739,0.59,0,40.079,1,0,0,0,0,0,15,3.884,57471264,0,40.036,0.025,0,2.727,0,15.421,0,19157088,957854,0.201,0.608,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3423246940,3181886,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162878,Low (1),Idle,0,0,131924,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111638012,19251051,126005968,150732919,0,0.071,0,0,92.489,0,126005968,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,5,0,0,626,640,50317988,0,0,15009,14377,11111,1916,0,12595,12778,50237,0,150803252,144453218,51443310,320025,150732919,0,19999,0,15002,0,0,0,12541,0,44828,22848,0,91.999,2.097,3.579,20002,1.325,20002,140012,0,0,0,0,3651,0.098,36683501,0,0.41,0.247,0.009,0.213,0,7.842,0,50339339,75360180,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3426432154,4107453,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.881,0,0,0,17309107,23604239,Low (1),Idle,0,0,18884418,0,Low (1),3.226,Low (1),Low (2),Low (2),Low (1),Low (1),0,48643452,58680248,12293099750,38902312,0,0.915,0,0,99.684,0,12293099750,0,0,1.001,1.997,54090.959,18.295,0,0,1574371,1250,0,5,0,0,0,0,0,0,0,5006,1583892,6252,7542,0,4718768,4719763,38902,0,38948995,12323412433,0,0,38902312,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.221,39.08,45.136,0,1.719,0,0,0,0,0,0,3280,0.421,25519917,0,0.018,0.333,0,0.846,0,68.436,0,97323861268,38902312,0.672,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3430542967,749888,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575201,12910214,0,2.41,0,0,0,2411799,6133828,Low (1),Idle,0,0,5713499,0,Low (2),0.725,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48096541907,42044000669,46775977560,29725362136,0.137,1.02,0,0,72.979,0,46775977560,1,1,6.401,28.445,7536.872,23.764,0,1.018,845417,695021,0,9,0,635,5780,3520,1935862011,837310,0,960777,1118723,1148834,1004263,0,254985,262812,376789,0,40223436322,46835928996,1178933266,19000216,29830025956,0,2970220,0,712520,0,0,0,1117291,0,2984406,166453,0,5.028,10.321,35.16,790000,1.884,3770000,6129998,0,0,0,0,980854,6.637,41063970526,0,0.135,33.884,2.151,6.226,0,87.087,0,26911684668,4448421669,0.407,1.543,0,0.574,0
"sum_kernel(double*, int)",3431296119,6240,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.673,0,0,0,2976,4693,Low (1),Idle,0,0,3647,0,Low (1),0.917,Low (1),Low (1),Low (1),Low (1),Low (1),0,15267175,209923664,76335877,3816793,0,0.316,0,0,90,0,76335877,0,0,1,1,9.3,6.136,0,0,20,1,0,9,0,0,0,0,0,0,0,7,236,4,55,0,329,329,34351145,0,26717557,900763358,0,21,3816793,0,20,0,1,0,0,0,20,0,62,21,0,0,11.717,0.578,0,39.315,1,0,0,0,0,0,15,3.814,57251908,0,41.102,0.025,0,2.531,0,15.618,0,19083969,954198,0.199,0.577,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3431305591,3182270,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162905,Low (1),Idle,0,0,131946,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111587818,24307152,126017364,150746551,0,0.071,0,0,92.457,0,126017364,1,1,1.03,1.059,318.606,1.44,0,0,10666,11252,0,9,0,0,626,640,50322538,0,0,15009,13617,11105,2419,0,12595,12933,90435,0,150816890,136829475,51447963,320025,150746551,0,19999,0,15002,0,0,0,12541,0,44811,22848,0,92.071,2.099,3.581,20002,1.248,20002,140012,0,0,0,0,4548,0.099,45700260,0,0.41,0.247,0.009,0.213,0,7.838,0,50343891,75366995,0.044,0.598,0,0.009,0
"find_index_kernel(double*, double*, double*, double*, double*, double*, double*, int)",3434491125,4106365,20,1,1,512,1,1,13,0,0,,,0,100,791.695,0.29,99.374,81.319,50015240,0,100161440,50055000,0,200160480,50005000,0,0.879,0,0,0,17309107,23604269,Low (1),Idle,0,0,18884441,0,Low (1),3.228,Low (1),Low (2),Low (2),Low (1),Low (1),0,48679054,52027101,12302097055,38930785,0,0.915,0,0,99.684,0,12302097055,0,0,1.001,1.997,54090.959,18.299,0,0,1574371,1250,0,9,0,0,0,0,0,0,0,5006,1581372,6252,6682,0,4718768,4719750,70075,0,38977502,12312810807,0,0,38930785,0,0,0,5000,0,0,0,1579996,0,3149374,1574061,0,9.241,39.073,45.117,0,1.719,0,0,0,0,0,0,2196,0.427,17098400,0,0.017,0.345,0,0.833,0,68.624,0,97395092482,38930785,0.671,0.364,0,0,0
"likelihood_kernel(double*, double*, double*, double*, double*, int*, int*, double*, unsigned char*, double*, double*, int, int, int, int, int, int, int*, double*)",3438600754,753760,20,1,1,512,1,1,42,4096,0,,,17.11,14.965,57.533,0.397,99.843,96.238,3382380,8430000,11515060,5070940,810000,30575130,12910234,0,2.452,0,0,0,2411799,6186470,Low (1),Idle,0,0,5766107,0,Low (2),0.714,Low (1),Mid (5),Low (1),Mid (5),Low (1),0,48082391694,41816244840,46586790643,29605136972,0.137,1.031,0,0,72.91,0,46586790643,1,1,6.401,28.445,7536.872,24.019,0,1.01,845417,695021,0,1,0,639,5780,3520,1928032356,2501772,0,957640,1118451,1153160,1002879,0,254985,263023,41696,0,39929950381,46635158237,1174165033,19000224,29709377475,0,2970220,0,712520,0,0,0,1117291,0,2889350,166453,0,5.899,10.127,35.707,790000,1.854,3770000,6130002,0,0,0,0,990346,6.432,41293666346,0,0.158,32.875,2.157,6.234,0,87.215,0,26802839511,4430429887,0.406,1.565,0,0.574,0
"sum_kernel(double*, int)",3439357746,6208,20,1,1,512,1,1,18,0,0,,,0,25,25,0.303,96.873,96.871,10245,10243,51218,21,0,20504,21,0,0.684,0,0,0,2976,4763,Low (1),Idle,0,0,3699,0,Low (1),0.892,Low (1),Low (1),Low (1),Low (1),Low (1),0,15209125,224334600,76045627,3802281,0,0.31,0,0,90,0,76045627,0,0,1,1,9.3,6.01,0,0,20,1,0,1,0,0,0,0,0,0,0,7,236,4,59,0,329,329,3802281,0,26615969,897338403,0,21,3802281,0,20,0,1,0,0,0,20,0,54,21,0,0,11.35,0.562,0,41.943,1,0,0,0,0,0,17,3.724,64638783,0,38.869,0.025,0,2.636,0,15.873,0,19011406,950570,0.198,0.6,0,0,0
"normalize_weights_kernel(double*, int, double*, double*, double*, int*)",3439367218,3182174,20,1,1,512,1,1,30,16,0,,,49.467,49.996,39.95,0.253,38.1,36.038,75247,20003,344818,70083,20003,405090,180019,0,0.092,0,0,0,101954,162915,Low (1),Idle,0,0,131949,0,Low (1),0.033,Low (1),Low (1),Low (1),Low (1),Low (1),0,111134515,16545109,125981918,150704149,0,0.071,0,0,92.425,0,125981918,1,1,1.03,1.059,318.606,1.439,0,0,10666,11252,0,1,0,0,626,640,50308384,0,0,15009,12993,11063,1647,0,12595,12922,10045,0,150774468,130522531,51433491,320025,150704149,0,19999,0,15002,0,0,0,12541,0,44805,22848,0,92.05,2.099,3.581,20002,1.264,20002,140012,0,0,0,0,3730,0.102,37470102,0,0.41,0.248,0.009,0.213,0,7.843,0,50329731,75345796,0.044,0.598,0,0.009,0
